record_type,review_status,review_decision,corrected_text,reviewer_notes,source_page,source_order,key,confidence,warnings,raw_text
"entry","pending","","","","273","6574","Aman walaia","medium","parent_candidate_requires_review","Aman walaia (v) – to pay attention, to pay careful attention, to listen carefully / prestar atención, prestar\ncuidadosa atención, escuchar atentamente\n(Ex/Ej(wqu-06/19): Dîa muni Jisas bîla aisan ba yawan aman walaia sa ki? – Why must we listen carefully to what Jesus\nsaid? / ¿Por qué debemos escuchar con atención lo que dijo Jesús?)\n(Ex/Ej(mwb-11/20): Dîa muni dîa wan wi ba aman wali alki daukaia sa tasba sauhkanka mapara ridi kaia dukiara? – Why\nmust we listen carefully to apply what is being said to us with regards to natural disasters in order to be ready? / ¿Por qué\ndebemos escuchar atentamente para aplicar lo que se nos dice sobre los desastres naturales para estar preparados?)"
"entry","pending","","","","273","6575","Bîla walaia","medium","parent_candidate_requires_review","Bîla walaia (v) – to obey, to listen to the word of, to heed / obedecer, escuchar la palabra de, prestar atención\n(See also/ Ver también: Wali daukaia / Bîla wali daukaia)\n(Construct: Bîli walaia –to obey me / obedecerme; Bîlam walaia – to obey you / obedecerte)\n(Ex/Ej(bh31): Yang bîli walbia kaka, ... – If (they) obey me, ... / Si (ellos) me obedecen, ...)\n(Ex/Ej(lfb16): Rait (Job) bîlam walisa, ... – It’s true, Job obeys you, ...; It’s true, Job listens to your word, ... / Es verdad, Job\nte obedece, ...; Es verdad, Job escucha tu palabra, ...)"
"entry","pending","","","","273","6576","Bîla walaia lâka","medium","parent_candidate_requires_review","Bîla walaia lâka (a/t: Bîla walan lâka, Bîla walaia ba) (n/s) – obedience / obediencia\n(Ex/Ej(mwb-07/21): Gȃd ra bîla walaia ba kupia wina balisa – Obedience to God comes from the heart / La\nobediencia a Dios viene del corazón)"
"entry","pending","","","","273","6577","Bîla walanka","medium","parent_candidate_requires_review","Bîla walanka (n/s) – obedience / obediencia"
"entry","pending","","","","273","6578","Bîla wali daukaia","medium","parent_candidate_requires_review","Bîla wali daukaia (v) – to obey, to listen to the word of to do / obedecer, escuchar la palabra para hacer\n(See also/ Ver también: Wali daukaia / Bîla walaia)"
"entry","pending","","","","273","6579","Bîla walikira","medium","parent_candidate_requires_review","Bîla walikira (gf) (adj) – obedient/ obediente"
"entry","pending","","","","273","6580","Bîla walras kaia","medium","parent_candidate_requires_review","Bîla walras kaia (v) – to not obey, to be disobedient / no obedecer, ser desobediente (See also/ Ver\ntambién: Bîla lulkaia – to disobey / desobedecer)"
"entry","pending","","","","273","6581","Upla bîla wawalra","medium","parent_candidate_requires_review","Upla bîla wawalra (n-agent/s-agente) – person who listens, obedient person / persona que escucha,\npersona obediente"
"entry","pending","","","","273","6582","Upla bîla wawalras","medium","parent_candidate_requires_review","Upla bîla wawalras (n/s) – person who doesn’t listen, disobedient person / persona que no escucha,\npersona desobediente"
"entry","pending","","","","273","6583","Dara walaia","medium","parent_candidate_requires_review","Dara walaia (a/t: Dahra walaia) (v) – to feel, to perceive, to be conscious, to be aware, to be thoughtful, to be\ninexperienced (db-Lawana Nani 19:7) / sentir, percibir, ser consciente, ser reflexivo, ser inexperto (db-Lawana\nNani 19:7)\n(Construct: Daira (a/t: Daihra) walisna – I feel, I am aware... / Siento, soy consciente...; Damra (a/t: Damhra) walisma –\nyou feel, you are aware... / sientes, eres consciente...)\n(Ex/Ej(db-Smasmalkra 9:5): raya nani ba ai dahra walisa, witin nani pruaia ba – the living are conscious they (are) to die /\nlos vivos son conscientes de que deben morir)\n(Ex/Ej(wqu-06/19):Ilayas nahki ai dara walan? –How did Elijah feel? / ¿Cómo se sintió Elijah?)\n(Ex/Ej(fg2): Naha wauhkataya hilp mai munbia Baibil stadi takisma taim, kau lilia damra walaia. – This brochure will help\nyou to feel more happy when you study the Bible. / Este folleto lo ayudará a sentirse más feliz cuando estudie la Biblia.)\n(Ex/Ej(mwb-09/20): Yawan nahki nu sa Gȃd ba ai tȃnka brisa nahki wan dara wali ba? – How do we know that God has\nunderstanding of (understands) how we are feeling? / Cómo sabemos que Dios tiene comprensión de (comprende) cómo\nnos sentimos?)\n(Ex/Ej: Nahki âmyapah damra walaia sip sma? – How can you feel satisfied? / ¿Cómo puedes sentirte satisfecho?)"
"entry","pending","","","","274","6584","Dara walanka","medium","parent_candidate_requires_review","Dara walanka (a/t: Dahra walanka, Daralukanka) (n/s) – feeling / sentimiento"
"entry","pending","","","","274","6585","Dara walras","medium","parent_candidate_requires_review","Dara walras (a/t: Dahra walras) – unaware, unconscious, not being experienced / inconsciente,\ninconsciente, no experimentado\n(Ex/Ej(mwb-07/20): Fero ba tara pulan lâka brin sakuna ai dara walras kira Gâd kupia lâka aimakbia hilp munan\n– Pharaoh had arrogance but unconsciously, he helped fulfill God’s will / Faraón tenía arrogancia pero\ninconscientemente, ayudó a que se cumpliera la voluntad de Dios)"
"entry","pending","","","","274","6586","Dara walraskira","medium","parent_candidate_requires_review","Dara walraskira (a/t: Dahra walraskira) (adv) – unconsciously / inconscientemente"
"entry","pending","","","","274","6587","Kupia dara walaia","medium","parent_candidate_requires_review","Kupia dara walaia (a/t: Kupia dahra walaia) (v)– to feel in the heart, to perceive in the heart, to be\nconscious in the heart, to be aware in the heart / sentir en el corazón, percibir en el corazón, estar\nconsciente en el corazón\n(Ex/Ej(bh53): Gâd mawanra kupia klin wan dara walaia – to have a heart that feels clean before God / tener un\ncorazón que se sienta limpio ante Dios)\n(Ex/Ej(bh53): Wan kupia pâtkira wan dara walisa taim, ... – When our heart feels guilty,... / Cuando nuestro\ncorazón se siente culpable, ...)\n(Ex/Ej(bh53): Kupia klin wan dara wali taim, ... – When our heart is feeling clean, ... / Cuando nuestro corazón se\nsiente limpio, ...)\nKupia dara walra (a/t: Kupia dahrawalra) (db,dba,dbta,lrw,lv; not in / no en:dict,dictu) (n-agent/s-agente)\n– conscience / conciencia\n(Ex/Ej(lv17):Wan brinka nani mita wan kupia dara walra saurka ra mawahkaia sip sa – Our desires are able to\nlead our conscience astray to sin / Nuestros deseos pueden desviar nuestra conciencia al pecado)"
"entry","pending","","","","274","6588","Lilia dara walaia","medium","parent_candidate_requires_review","Lilia dara walaia (a/t: Lilia dahrawalaia) (v) – to feel happy, to feel joy, to enjoy / sentirse feliz, sentir\nalegría, disfrutar\n(Ex/Ej(fg-p2): Naha wauhkataya hilp mai munbia Baibil stadi takisma taim, kau lilia damra walaia. – This\nbrochure will help you to feel more happy when you study the Bible. / Este folleto lo ayudará a sentirse más feliz\ncuando estudie la Biblia.)"
"entry","pending","","","","274","6589","Upla nahki ai dara wali ba ra lukaia","medium","parent_candidate_requires_review","Upla nahki ai dara (a/t: dahra) wali ba ra lukaia (v) – to think about the well-being of others, to have\nempathy / pensar en el bienestar de los demás, tener empatía"
"entry","pending","","","","274","6590","Yakan dara walaia","medium","parent_candidate_requires_review","Yakan dara walaia (a/t: Yakan dahra walaia) (v) – to feel lonely/ sentirse solo"
"entry","pending","","","","274","6591","Kiawalaia","medium","parent_candidate_requires_review","Kiawalaia (a/t: Kyawalaia, Kia walaia, Kîa walaia) (v) – to kiss, to smell / besar, oler"
"entry","pending","","","","274","6592","Kupia dara walaia","medium","parent_candidate_requires_review","Kupia dara walaia (v) – to feel in the heart, to perceive in the heart, to be conscious in the heart, to be aware in\nthe heart / sentir en el corazón, percibir en el corazón, estar consciente en el corazón\n(Ex/Ej(bh53): Gâd mawanra kupia klin wan dara walaia – to have a heart that feels clean before God / tener un corazón\nque se sienta limpio ante Dios)\n(Ex/Ej(bh53): Wan kupia pâtkira wan dara walisa taim, ... – When our heart feels guilty, ... / Cuando nuestro corazón se\nsiente culpable, ...)\n(Ex/Ej(bh53): Kupia klin wan dara wali taim, ... – When our heart is feeling clean, ... / Cuando nuestro corazón se siente\nlimpio, ...)"
"entry","pending","","","","274","6593","Kupia dara walra","medium","parent_candidate_requires_review","Kupia dara walra (db,dba,dbta,lrw,lv; not in / no en:dict,dictu) (n-agent/s-agente) – conscience / conciencia\n(Ex/Ej(lv17):Wan brinka nani mita wan kupia dara walra saurka ra mawahkaia sip sa – Our desires are able to lead our\nconscience astray to sin / Nuestros deseos pueden desviar nuestra conciencia al pecado)"
"entry","pending","","","","274","6594","Makabi walaia","medium","parent_candidate_requires_review","Makabi walaia (v) – to ask a question / hacer una pregunta"
"entry","pending","","","","274","6595","Makabi walanka","medium","parent_candidate_requires_review","Makabi walanka (n/s) – question, issue / pregunta\n(Ex/Ej(mwb-12/18): makabi walanka wala kum swis – leave another question / deja otra pregunta)\n(Ex/Ej: Man wal makabi walanka kum dukiara aisi kapri – I was speaking with you about a question / Estaba\nhablando contigo sobre una pregunta)\n(Ex/Ej: Naha makabi walanka dukiara man dia lukisma? – What do you think about this question? / ¿Qué te\nparece esta pregunta?)\n(Ex/Ej: Naha makabi walanka laki kaikaia dukiara, … – In order to examine this question, …/ Para examinar esta\npregunta, ...)\n(Ex/Ej: Naha makabi walanka na swiri – I left this question / Dejé esta pregunta)\n(Ex/Ej: Upla nani wal aisisna naha makabi walanka dukiara… – I am (or we are) speaking with people about this\nquestion… / Estoy (o estamos) hablando con la gente sobre esta pregunta...)"
"entry","pending","","","","275","6596","Makabi walanka daukaia","medium","parent_candidate_requires_review","Makabi walanka daukaia (v) – to ask a question / hacer una pregunta\n(Ex/Ej(th-3): Tânkira makabi walanka nani dauks – Ask tactful questions / Haz preguntas discretas)\n(Ex/Ej(th-19): Sip sa kaka, makabi walanka nani upla ra dauks witin dîa luki ba nu takaia dukiara. – If\npossible, ask the person questions in order to come to know what he/she is thinking. / Si es posible,\nhágale preguntas a la persona para saber qué está pensando.)"
"entry","pending","","","","275","6597","Makabi walanka swiram ba","medium","parent_candidate_requires_review","Makabi walanka swiram ba – the question you left / la pregunta que dejaste"
"entry","pending","","","","275","6598","Makabi walanka tânka tara","medium","parent_candidate_requires_review","Makabi walanka tânka tara – big question, significant question / gran pregunta, pregunta\nsignificativa"
"entry","pending","","","","275","6599","Makabi walanka silp luki kaikbia dukiara","medium","parent_candidate_requires_review","Makabi walanka silp luki kaikbia dukiara – question to analyze yourself, rhetorical question /\npregunta para autoanalizarte, pregunta de auto análisis, pregunta retórica\n(Ex/Ej(th-3): Makabi walanka dauks upla ba silp luki kaikbia dukiara – Ask the person a question for them\nto analyze; Ask a rhetorical question / Hágale una pregunta a la persona para que la analice; Haz una\npregunta retórica)"
"entry","pending","","","","275","6600","Silp makabi walaia","medium","parent_candidate_requires_review","Silp makabi walaia (v) – to ask yourself a question / hacerse una pregunta\n(Ex/Ej: Upla kum kum silp makabi walisa... – Some people ask themselves... / Algunas personas se preguntan...)\n(Ex/Ej: Yawan silp dîa makabi walaia sa? – What must we ask ourselves? / ¿Qué debemos preguntarnos a\nnosotros mismos?)\n(Ex/Ej: ¿Dîa sip sa silp wan makabi walaia?– What might we ask ourselves?; What might we wonder about? /\n¿Qué podríamos preguntarnos?)"
"entry","pending","","","","275","6601","Silp mamkabi wals","medium","parent_candidate_requires_review","Silp mamkabi wals (v-imp) – Ask yourself / Pregúntate, Pregúntese"
"entry","pending","","","","275","6602","Mamkabi walaia","medium","parent_candidate_requires_review","Mamkabi walaia (v) – to ask a question to you / hacerte una pregunta\n(Ex/Ej(mwb-11/20): Uplika ba diara kum mamkabi walbia kaka, … – If the person asks you a question, … / Si la persona te\nhace una pregunta, ...)"
"entry","pending","","","","275","6603","Mamkabi walanka","medium","parent_candidate_requires_review","Mamkabi walanka (n/s) – question for you / una pregunta para ti"
"entry","pending","","","","275","6604","Mamkabi wals","medium","parent_candidate_requires_review","Mamkabi wals (v-imp) – Ask yourself / Pregúntate, Pregúntese"
"entry","pending","","","","275","6605","Silp mamkabi wals","medium","parent_candidate_requires_review","Silp mamkabi wals (v-imp) – Ask yourself / Pregúntate, Pregúntese"
"entry","pending","","","","275","6606","Pain walaia","medium","parent_candidate_requires_review","Pain walaia (v) – to listen well / escuchar bien"
"entry","pending","","","","275","6607","Walbiara","medium","parent_candidate_requires_review","Walbiara (v-alt-proh) – we/they are not to listen / nosotros/ellos no debemos escuchar"
"entry","pending","","","","275","6608","Wali alki briaia","medium","parent_candidate_requires_review","Wali alki briaia (v) – to listen and grasp, to listen and adhere to / escuchar y comprender, escuchar y\ncumplir"
"entry","pending","","","","275","6609","Wali alki daukaia","medium","parent_candidate_requires_review","Wali alki daukaia (v) – to listen in order to apply, to listen in order to put into practice / escuchar para\naplicar, escuchar para poner en práctica"
"entry","pending","","","","275","6610","Wali daukaia","medium","parent_candidate_requires_review","Wali daukaia (v) –to listen to do / escuchar para hacer (See also/ Ver también: Bîla walaia / Bîla wali daukaia)"
"entry","pending","","","","275","6611","Wali nani","medium","parent_candidate_requires_review","Wali nani – listeners, audience / oyentes, audiencia\n(Ex/Ej(th-4): Mai wali nani ba Baibil tikska ba dukiara kau nu takaia brinka bribia dauks. – Make your listeners have the\ndesire to know more about the Bible text. / Haga que sus oyentes tengan el deseo de saber más sobre el texto de la\nBiblia.)\n(Ex/Ej(th-15): Mai wali nani nakra ra kaiks – See the eyes of your listeners; Maintain eye contact / Mira los ojos de tus\noyentes; Mantener el contacto visual)\n(Ex/Ej(th-19): Baibil wal mai wali nani ra kupia buks – Encourage your listeners with the Bible / Anime a sus oyentes con la\nBiblia)"
"entry","pending","","","","275","6612","Wali nani wal laki kaikaia","medium","parent_candidate_requires_review","Wali nani wal laki kaikaia (v) – to discuss with others / discutir con otros"
"entry","pending","","","","275","6613","Wali nani wal laki kaikbia","medium","parent_candidate_requires_review","Wali nani wal laki kaikbia – Audience Discussion (the term used for this type of meeting part in the Living\nas Christians meeting) / Análisis con el auditorio (el término utilizado para este tipo de reunión forma\nparte de la reunión Nuestra Vida Cristiana)"
"entry","pending","","","","275","6614","Wali uplika","medium","parent_candidate_requires_review","Wali uplika (n/s) – listener, person who is listening / oyente, persona que está escuchando\n(Ex/Ej(th-2): Mai wali uplika nani ra kaiks. – Look at your listeners; Look at those listening to you. / Mira a tus oyentes;\nMira a los que te escuchan.)"
"entry","pending","","","","275","6615","Wals","medium","parent_candidate_requires_review","Wals (v-imp) – listen, hear / escucha, escuche, escuchen, oye, oiga, oigan"
"entry","pending","","","","275","6616","Wâwalra","medium","parent_candidate_requires_review","Wâwalra (Wawalra) (n-agent/s-agente) – one who listens, listener / uno que escucha, oyente"
"entry","pending","","","","275","6617","Upla bîla wawalra","medium","parent_candidate_requires_review","Upla bîla wawalra (n-agent/s-agente) – person who listens, obedient person / persona que escucha,\npersona obediente"
"entry","pending","","","","276","6618","Upla bîla wawalras","medium","parent_candidate_requires_review","Upla bîla wawalras (n/s) – person who doesn’t listen, disobedient person / persona que no escucha,\npersona desobediente"
"entry","pending","","","","276","6620","Walhwalka","medium","parent_candidate_requires_review","Walhwalka – fourth, the fourth one, fourth position / cuarto, el cuarto, cuarto puesto"
"entry","pending","","","","276","6625","Walpa baku","medium","parent_candidate_requires_review","Walpa baku – like a rock, hard like a rock / como una roca, duro como una roca"
"entry","pending","","","","276","6626","Walpa klauhira","medium","parent_candidate_requires_review","Walpa klauhira (db) (n/s) – precious stone / piedra preciosa"
"entry","pending","","","","276","6627","Walpa manakira","medium","parent_candidate_requires_review","Walpa manakira (n/s) – precious stone, precious gem / piedra preciosa, gema preciosa"
"entry","pending","","","","276","6628","Spirit dukia walpa manakira pliki sakaia","medium","parent_candidate_requires_review","Spirit dukia walpa manakira pliki sakaia – Digging for Spiritual Gems (part on Christian Life and Ministry\nmeeting) / Busquemos perlas escondidas (parte de la reunión Vida y Ministerio Cristianos)\n(Ex/Ej(mwb): Dîa spirit walpa manakira wala sakram naha wikka Baibil aisi kaikanka ba wina? – What other\nspiritual gems did you get from this week’s Bible reading? / ¿Qué otras perlas espirituales encontraste de la\nlectura bíblica de esta semana?)"
"entry","pending","","","","276","6629","Walpa ni sabi ikaia","medium","parent_candidate_requires_review","Walpa ni sabi ikaia (v) – to kill with a stone/stones, to stone / matar con una piedra/piedras, apedrear"
"entry","pending","","","","276","6630","Walpa unta","medium","parent_candidate_requires_review","Walpa unta (n/s) – cave / cueva"
"entry","pending","","","","276","6632","Wan dahra sakaia","medium","parent_candidate_requires_review","Wan dahra sakaia (v) – to accuse oneself, to confess / acusarse, confesarse"
"entry","pending","","","","276","6633","Wan munaia","medium","parent_candidate_requires_review","Wan munaia (v) – to make us / hacernos"
"entry","pending","","","","276","6634","Wankaia (v-irregularity of / irregularidad de Yabaia","medium","parent_candidate_requires_review","Wankaia (a/t: Wonkaia-dict,dbta,lrw,sln) (v-irregularity of / irregularidad de Yabaia – to give / dar; See also/ Ver\ntambién: Aikaia & Maikaia) – to give us, to allow us, to cause us / darnos, permitirnos, hacernos (See entry\nbelow/ver entrada debajo: Wankaia)"
"entry","pending","","","","276","6640","Hilp wankaia","medium","parent_candidate_requires_review","Hilp wankaia (v) – to give us help / darnos ayuda\n(Ex/Ej(hf26): Gȃd ba hilp wankisa wan trabilka nani pura luaia dukiara – God gives us help to overcome our problems /\nDios nos ayuda a superar nuestros problemas)"
"entry","pending","","","","276","6641","Laki wankaia","medium","parent_candidate_requires_review","Laki wankaia (v) – to pass on to us, to transmit to us, to transfer to us / pasarnos, transmitirnos, transferirnos\n(Ex/Ej: Adam mita saurka lȃka laki wangkan – Adam passed on sin to us / Adán nos pasó el pecado)"
"entry","pending","","","","276","6643","Want kaia","medium","parent_candidate_requires_review","Want kaia (v) – to want, to be desirous of / querer, estar deseoso de\n(Ex/Ej: Jehova want sa... – Jehovah is desirous of... / Jehová está deseoso de...)"
"entry","pending","","","","277","6647","Brih wapaia","medium","parent_candidate_requires_review","Brih wapaia (v-1-literal) – carrying while walking, having while walking / llevar mientras camina, tener mientras\ncamina\n(Ex/Ej-v-1: Yang Baibil brih wapisna – I walk carrying the Bible / Camino llevando la Biblia)"
"entry","pending","","","","277","6648","Brih wapaia","medium","parent_candidate_requires_review","Brih wapaia (v-2) – to live according to, to conduct oneself according to / vivir de acuerdo a, conducir la vida de\nacuerdo con\n(Ex/Ej-v-2: Yang Baibil brih wapisna – I conduct my life according to what the Bible says / Conduzco mi vida de acuerdo con\nlo que dice la Biblia)"
"entry","pending","","","","277","6649","Mina wapanka","medium","parent_candidate_requires_review","Mina wapanka (n/s) – footstep / paso\n(Ex/Ej(wqu-11/20):Wan mina wapanka wapni ra mangkaia nit sa kaka, dîa muni sari takaia apia sa? – If we need to\nadjust our steps, why should we not become discouraged? / Si tenemos que corregir nuestros pasos, por qué no debemos\ndesanimarnos?)"
"entry","pending","","","","277","6650","Wapanka","medium","parent_candidate_requires_review","Wapanka (n/s) – step/ paso\n(Ex/Ej(tkl): Naha wapanka nani nina blîks: – Follow these steps: / Sigue estos pasos:)"
"entry","pending","","","","277","6651","Wapni kat wapaia","medium","parent_candidate_requires_review","Wapni kat wapaia (v) – to walk according to what is right, to walk in integrity / caminar de acuerdo a lo que es\ncorrecto, caminar en integridad"
"entry","pending","","","","277","6652","Wapras","medium","parent_candidate_requires_review","Wapras (v-neg) – not walk / no caminar\n(Ex/Ej(lfb79): Aima kum Jisas bâra kan watla ra, wapras waitnika kum brih balan – One time, at the house where Jesus\nwas, (they) brought a paralyzed man / Una vez, en la casa donde estaba Jesús, (ellos) trajeron a un hombre paralítico)"
"entry","pending","","","","277","6654","Wapni daukaia","medium","parent_candidate_requires_review","Wapni daukaia (v) – to make right, to make correct, to solve, to resolve / corregir, resolver, arreglar"
"entry","pending","","","","277","6655","Lawi dauki wapnika","medium","parent_candidate_requires_review","Lawi dauki wapnika (n/s) – discipline, reproof, exhortation / disciplina, reprensión, exhortación"
"entry","pending","","","","277","6656","Wapni kat","medium","parent_candidate_requires_review","Wapni kat – according to what is right, according to what is honest, according to what is correct, according to\nwhat is just / de acuerdo con lo que es correcto, de acuerdo con lo que es honesto, de acuerdo con lo que es\njusto\n(Ex/Ej(db-Aiseya 32:1):lâ wapni kat tâ bribia – will rule according to a just way / gobernará de una manera justa)"
"entry","pending","","","","277","6657","Wapni kat wapaia","medium","parent_candidate_requires_review","Wapni kat wapaia (v) – to walk according to what is right, to walk in integrity / caminar de acuerdo a lo\nque es correcto, caminar en integridad"
"entry","pending","","","","277","6658","Wapni lâka","medium","parent_candidate_requires_review","Wapni lâka (db-Sofonías 2:3, Aiseya 42:3) (n/s) – upright way, honest way, correct way, just way, way of\nintegrity, righteous way, uprightness, righteousness / manera recta, manera honesta, manera correcta, manera\njusta, manera íntegra, justicia"
"entry","pending","","","","277","6659","Wapni lukaia","medium","parent_candidate_requires_review","Wapni lukaia (v) – to think in an upright way / pensar de manera recta"
"entry","pending","","","","277","6660","Wapni mangkaia","medium","parent_candidate_requires_review","Wapni mangkaia (v) – to fix, to correct, to set things straight, to solve, to resolve, to fix and make correct /\narreglar, corregir, arreglar las cosas, solucionar, resolver, arreglar y corregir\n(Ex/Ej(wqu-07/20):Kangrigisan bilara trabil kum kum wapni mangkras wan dara walisa kaka, dîa daukaia sa? – If we feel\nthat some problems are not fixed in the congregation, what must we do? / Si creemos que algunos problemas no se\nresuelven en la congregación, ¿qué debemos hacer?)"
"entry","pending","","","","277","6661","Trabil wapni mangkaia","medium","parent_candidate_requires_review","Trabil wapni mangkaia (v) – to correct a problem, to resolve a problem / corregir un problema, resolver\nun problema\n(Ex/Ej(mwb-12/18): Baha trabilka wapni mangkan tnatka ba wina yawan dîa lan takisa? – What do we learn from\nthe way that problem was resolved? / ¿Qué aprendemos de la forma en que se resolvió ese problema?)"
"entry","pending","","","","277","6662","Wapni mangkaia ba","medium","parent_candidate_requires_review","Wapni mangkaia ba (n/s) – the solution, the correction, … / la solución, la corrección, …"
"entry","pending","","","","277","6663","Wapni mangkaia lâka","medium","parent_candidate_requires_review","Wapni mangkaia lâka (n/s) – correction, discipline / corrección, disciplina"
"entry","pending","","","","277","6664","Wapni wan mangkaia","medium","parent_candidate_requires_review","Wapni wan mangkaia (v) – to correct us / corregirnos\n(Ex/Ej(mwb-09/19): Jehova wapni wan mangkisa taim, latwan lâka wan marikisa – When Jehovah corrects us, he\nshows us love / Cuando Jehová nos corrige, nos muestra amor)\n(Ex/Ej(wqu-11/20):Pâna kum wapni ra wan mangkisa kaka, yawan dîa daukaia sa? – If a friend corrects us, what\nmust we do? / Si un amigo nos corrige, ¿qué debemos hacer?)"
"entry","pending","","","","277","6665","Wapni takaia","medium","parent_candidate_requires_review","Wapni takaia (v) – to come to be correct, to come to be solved, to come to be fixed / venir a ser correcto, venir a\nser resuelto, venir a ser arreglado\n(Ex/Ej(mwb-08/19): Tasba ra plun wahwanka trabilka ba nahki wapni takbia ki? – How will the problem of world hunger\ncome to be solved? / ¿Cómo se resolverá el problema del hambre mundial?)"
"entry","pending","","","","277","6666","Wapnika","medium","parent_candidate_requires_review","Wapnika (n/s) – uprightness, accuracy, correctness, straightness, integrity / rectitud, precisión, exactitud,\ncorrección, rectitud, integridad"
"entry","pending","","","","278","6667","Wapnika mangkaia","medium","parent_candidate_requires_review","Wapnika mangkaia (v) – to fix, to correct, to set things straight, to resolve, to put correction into place /\narreglar, corregir, arreglar las cosas, resolver, poner la corrección en su lugar"
"entry","pending","","","","278","6668","Wapnika mangkanka","medium","parent_candidate_requires_review","Wapnika mangkanka (n/s) – correction, discipline / corrección, disciplina\n(Ex/Ej(mwb-05/21): Yawan Baibil aisi kaikisa taim apia kaka aidrubanka nani ra smalkanka nani walisa taim,\nwapnika mangkanka briaia sip sa. – When we read the Bible or listen to teaching at meetings, we are able to\nhave correction. / Cuando leemos la Biblia o escuchamos la enseñanza en las reuniones, podemos tener\ncorrección.)"
"entry","pending","","","","278","6670","War aiklabanka","medium","parent_candidate_requires_review","War aiklabanka (n/s) – battle, war / batalla, guerra\n(Ex/Ej(mwb-12/19): Gâd war aiklabanka ba war nani sut âpu daukbia – God’s war to end all wars / La guerra de Dios para\nterminar todas las guerras)"
"entry","pending","","","","278","6671","Gâd las war aiklabanka tara","medium","parent_candidate_requires_review","Gâd las war aiklabanka tara – God’s great final war / La gran guerra final de Dios"
"entry","pending","","","","278","6672","War Aiklabanka Kau Tara","medium","parent_candidate_requires_review","War Aiklabanka Kau Tara – World War I / Primera Guerra Mundial (Alt: Tasba aiska pas war\naiklabanka)"
"entry","pending","","","","278","6673","Tasba aiska war aiklabanka wala","medium","parent_candidate_requires_review","Tasba aiska war aiklabanka wala – World War 2 / Segunda Guerra Mundial"
"entry","pending","","","","278","6674","War aiklaklabra","medium","parent_candidate_requires_review","War aiklaklabra (n-agent/s-agente) – fighter, warrior, army / luchador, guerrero, ejército\n(Ex/Ej(db-Aiseya 36:1):war aiklaklabra tara – vast army / gran ejército)"
"entry","pending","","","","278","6675","War truk","medium","parent_candidate_requires_review","War truk (n/s) – war chariot / carro de guerra"
"entry","pending","","","","278","6676","War wihtka","medium","parent_candidate_requires_review","War wihtka (n/s) – officer, army officer, ... / oficial, oficial del ejército, ..."
"entry","pending","","","","278","6678","Warbanka","medium","parent_candidate_requires_review","Warbanka (n/s) – agitation, bother, twist / agitación, molestia, giro"
"entry","pending","","","","278","6679","Warbanka daukaia","medium","parent_candidate_requires_review","Warbanka daukaia (v) – to maneuver something or someone so as to make it or them fail, to annoy someone /\nmaniobrar algo o alguien para hacerlo o fallar, molestar a alguien"
"entry","pending","","","","278","6680","Wihta warbankira","medium","parent_candidate_requires_review","Wihta warbankira (bh46) – corrupt judge / juez corrupto"
"entry","pending","","","","278","6682","Wari takaia","medium","parent_candidate_requires_review","Wari takaia (v) – to become anxious, to become worried / estar ansioso, preocuparse, llegar a estar preocupado"
"entry","pending","","","","278","6683","Wari taki ba","medium","parent_candidate_requires_review","Wari taki ba (n/s) – concern / preocupación\n(Ex/Ej(th4): upla nani...dîa dukiara wari taki ba – what people are worrying about / de qué se preocupa la gente)"
"entry","pending","","","","278","6684","Wari takpara","medium","parent_candidate_requires_review","Wari takpara – don’t worry, don’t be anxious / no te preocupes, no estés ansioso"
"entry","pending","","","","278","6686","Wark ai/mai ikuya","medium","parent_candidate_requires_review","Wark ai/mai ikuya (exp) – work is killing me/you / el trabajo me/te está matando"
"entry","pending","","","","278","6687","Wark daukaia","medium","parent_candidate_requires_review","Wark daukaia (v) – to work, to do an assignment / trabajar, hacer una tarea\n(Ex/Ej(bh48): wark painkira nani daukbia – good assignments to do / buenas asignaciones que hacer)"
"entry","pending","","","","278","6688","Wark dadaukra","medium","parent_candidate_requires_review","Wark dadaukra (n-agent/s-agente) – worker / obrero, trabajador\n(Ex/Ej(db-Aiseya 22:20):yang warkki dadaukra Eliaquim – my servant Eliakim / mi sirviente Eliaquim)"
"entry","pending","","","","278","6689","Wark daukaia dukia nani","medium","parent_candidate_requires_review","Wark daukaia dukia nani (n/s) – tools / herramientas (Alt: Tuls nani)"
"entry","pending","","","","278","6690","Wark karna","medium","parent_candidate_requires_review","Wark karna (n/s) – hard work, difficult assignment, challenging assignment / trabajo duro, tarea difícil, tarea\ndesafiante\n(Ex/Ej(mwb-12/18): Wark karna daukan ba mita diara pain nani takan – Because of the hard work done, good things\nhappened / Debido al arduo trabajo realizado, sucedieron cosas buenas)\n(Ex/Ej(wqu-12/19):Baibil ra ani tikska nani marikisa yawan wark karna daukaia? – In the Bible, which texts show that we\nare to do hard work? / En la Biblia, ¿qué textos muestran que debemos hacer un trabajo duro?)\n(Ex/Ej(mwb-12/19): Noa ba Gâd wina wark karna kum brin – Noah had a challenging assignment from God / Noé tuvo una\ntarea desafiante de Dios)"
"entry","pending","","","","279","6691","Wark pâna","medium","parent_candidate_requires_review","Wark pâna (n/s) – workmate / compañero de trabajo\n(Construct: Wark pâinika/paniki – my workmate / compañero de trabajo; Wark pânikam/pâmnika – your workmate / tu\ncompañero de trabajo;Wark pânika – his/her/their workmate / su compañero de trabajo)"
